Date,Open,High,Low,Close,Adj Close,Volume
2020-08-07,0.054678,0.095015,0.034707,0.034707,0.034707,186292
2020-08-08,0.036425,0.080437,0.034999,0.044712,0.044712,116949
2020-08-09,0.044823,0.086614,0.031506,0.055513,0.055513,146752
2020-08-10,0.055513,0.093103,0.052508,0.069564,0.069564,117408
2020-08-11,0.069550,0.095010,0.058396,0.082000,0.082000,148576
2020-08-12,0.081931,0.087050,0.054284,0.070466,0.070466,56306
2020-08-13,0.070512,0.092319,0.050974,0.051047,0.051047,52772
2020-08-14,0.051042,0.069788,0.037541,0.046428,0.046428,58355
2020-08-15,0.046483,0.060575,0.035757,0.040801,0.040801,52576
2020-08-16,0.040832,0.058162,0.034693,0.043850,0.043850,43900
2020-08-17,0.043850,0.054861,0.027681,0.048737,0.048737,58324
2020-08-18,0.048777,0.060728,0.039132,0.043342,0.043342,40263
2020-08-19,0.043432,0.059148,0.038548,0.046261,0.046261,27525
2020-08-20,0.046261,0.061541,0.041167,0.043072,0.043072,32524
2020-08-21,0.043070,0.054957,0.032096,0.039276,0.039276,30128
2020-08-22,0.039291,0.045172,0.027697,0.029717,0.029717,25819
2020-08-23,0.029717,0.049754,0.028501,0.037373,0.037373,41088
2020-08-24,0.037365,0.043414,0.033237,0.039177,0.039177,22701
2020-08-25,0.038793,0.043643,0.026876,0.032648,0.032648,32720
2020-08-26,0.033108,0.036567,0.025223,0.026111,0.026111,22913
2020-08-27,0.026085,0.038224,0.026048,0.030199,0.030199,23514
2020-08-28,0.030183,0.044305,0.026734,0.036826,0.036826,58668
2020-08-29,0.036823,0.052998,0.030425,0.035299,0.035299,77601
2020-08-30,0.035288,0.047300,0.031809,0.043598,0.043598,42648
2020-08-31,0.043600,0.069487,0.039304,0.048698,0.048698,90285
2020-09-01,0.048743,0.094264,0.045234,0.071894,0.071894,82381
2020-09-02,0.071628,0.105163,0.052441,0.056422,0.056422,154070
2020-09-03,0.056700,0.076668,0.047615,0.048883,0.048883,34673
2020-09-04,0.049036,0.061263,0.034700,0.040936,0.040936,45081
2020-09-05,0.040950,0.058994,0.030373,0.037819,0.037819,48169
2020-09-06,0.037776,0.042024,0.031276,0.035906,0.035906,21492
2020-09-07,0.035906,0.042398,0.031906,0.038935,0.038935,17687
2020-09-08,0.038940,0.039255,0.026409,0.031916,0.031916,28851
2020-09-09,0.031929,0.036579,0.029031,0.031927,0.031927,19662
2020-09-10,0.031927,0.040448,0.029860,0.035926,0.035926,19622
2020-09-11,0.035945,0.040866,0.026927,0.032907,0.032907,24306
2020-09-12,0.032903,0.036731,0.020450,0.031193,0.031193,40516
2020-09-13,0.031193,0.040024,0.027266,0.027993,0.027993,17563
2020-09-14,0.028006,0.033283,0.023648,0.028465,0.028465,25757
2020-09-15,0.028465,0.031931,0.024402,0.025957,0.025957,13485
2020-09-16,0.025947,0.029008,0.023483,0.025562,0.025562,17432
2020-09-17,0.025562,0.038110,0.022813,0.034115,0.034115,31148
2020-09-18,0.034115,0.034652,0.022707,0.022707,0.022707,11792
2020-09-19,0.022707,0.033244,0.019779,0.027338,0.027338,35249
2020-09-20,0.024809,0.033328,0.023715,0.026138,0.026138,34550
2020-09-21,0.026138,0.030188,0.022630,0.025864,0.025864,26778
2020-09-22,0.026219,0.062505,0.022624,0.043365,0.043365,546364
2020-09-23,0.041597,0.069898,0.036065,0.041905,0.041905,602505
2020-09-24,0.041486,0.058597,0.034736,0.049579,0.049579,297707
2020-09-25,0.049579,0.060032,0.045609,0.050922,0.050922,293284
2020-09-26,0.050922,0.056003,0.041882,0.047098,0.047098,162789
2020-09-27,0.047098,0.063090,0.040723,0.052392,0.052392,361920
2020-09-28,0.052411,0.058225,0.038569,0.038569,0.038569,227293
2020-09-29,0.040491,0.048328,0.040490,0.042937,0.042937,117978
2020-09-30,0.043037,0.047137,0.036201,0.039761,0.039761,110366
2020-10-01,0.039350,0.040396,0.032116,0.034658,0.034658,76160
2020-10-02,0.034658,0.035408,0.025067,0.031227,0.031227,110769
2020-10-03,0.031227,0.032719,0.026429,0.030271,0.030271,47289
2020-10-04,0.029685,0.033459,0.024775,0.031912,0.031912,57813
2020-10-05,0.031912,0.039186,0.026777,0.031660,0.031660,81448
2020-10-06,0.031684,0.036242,0.025841,0.027817,0.027817,39485
2020-10-07,0.026958,0.028230,0.022371,0.025805,0.025805,58963
2020-10-08,0.025805,0.029894,0.025805,0.026512,0.026512,31711
2020-10-09,0.026512,0.038969,0.026418,0.031568,0.031568,65303
2020-10-10,0.031568,0.033961,0.026224,0.030361,0.030361,47030
2020-10-11,0.030361,0.034394,0.029815,0.032023,0.032023,43304
2020-10-12,0.032023,0.034600,0.029088,0.031210,0.031210,53216
2020-10-13,0.031158,0.032887,0.028604,0.030163,0.030163,41676
2020-10-14,0.030163,0.031941,0.025908,0.027214,0.027214,34850
2020-10-15,0.028840,0.030408,0.023825,0.028021,0.028021,69054
2020-10-16,0.028021,0.031186,0.024440,0.026055,0.026055,58036
2020-10-17,0.025967,0.028790,0.025395,0.026852,0.026852,62128
2020-10-18,0.027241,0.028235,0.025229,0.026875,0.026875,41211
2020-10-19,0.026875,0.028446,0.025363,0.026389,0.026389,45179
2020-10-20,0.026389,0.026734,0.023118,0.024371,0.024371,41602
2020-10-21,0.024371,0.026590,0.021728,0.024302,0.024302,38929
2020-10-22,0.024302,0.025219,0.022161,0.024983,0.024983,33403
2020-10-23,0.024258,0.024267,0.019383,0.024177,0.024177,184
2020-10-24,0.024176,0.024991,0.020435,0.024206,0.024206,37052
2020-10-25,0.024205,0.025411,0.021495,0.024992,0.024992,35708
2020-10-26,0.024992,0.045047,0.021464,0.030637,0.030637,936871
2020-10-27,0.030638,0.035272,0.026316,0.027365,0.027365,252848
2020-10-28,0.027365,0.096929,0.021523,0.033783,0.033783,1280045
2020-10-29,0.033784,0.041382,0.027645,0.031154,0.031154,292093
2020-10-30,0.031154,0.033836,0.025292,0.030618,0.030618,155344
2020-10-31,0.030618,0.030796,0.026861,0.030147,0.030147,102197
2020-11-01,0.030150,0.033166,0.027058,0.028091,0.028091,131371
2020-11-02,0.028092,0.031079,0.024582,0.028831,0.028831,126561
2020-11-03,0.028833,0.030322,0.026756,0.028913,0.028913,60764
2020-11-04,0.028913,0.031719,0.023365,0.027170,0.027170,217081
2020-11-05,0.027170,0.028589,0.023685,0.025821,0.025821,105752
2020-11-06,0.025820,0.029260,0.024461,0.026904,0.026904,135803
2020-11-07,0.026912,0.027921,0.025033,0.025742,0.025742,89434
2020-11-08,0.025774,0.027641,0.023636,0.026870,0.026870,95771
2020-11-09,0.026872,0.029675,0.023919,0.026871,0.026871,146296
2020-11-10,0.026871,0.069127,0.026210,0.043938,0.043938,7726110
2020-11-11,0.043925,0.061603,0.043204,0.050187,0.050187,1782777
2020-11-12,0.050187,0.054802,0.037634,0.038259,0.038259,745494
2020-11-13,0.038255,0.044735,0.036620,0.038602,0.038602,406975
2020-11-14,0.038609,0.049876,0.035412,0.048542,0.048542,798754
2020-11-15,0.048544,0.052732,0.040777,0.042224,0.042224,939326
2020-11-16,0.042224,0.048206,0.039367,0.048206,0.048206,585998
2020-11-17,0.049410,0.049410,0.041054,0.044443,0.044443,483011
2020-11-18,0.044437,0.045285,0.036323,0.040220,0.040220,459842
2020-11-19,0.040225,0.042145,0.035554,0.038486,0.038486,582681
2020-11-20,0.038485,0.040893,0.038448,0.039876,0.039876,229781
2020-11-21,0.039874,0.042590,0.036465,0.039028,0.039028,591081
2020-11-22,0.039028,0.040233,0.035478,0.037476,0.037476,232672
2020-11-23,0.037473,0.043249,0.033534,0.033943,0.033943,454300
2020-11-24,0.033978,0.039340,0.030980,0.032996,0.032996,400482
2020-11-25,0.032999,0.037280,0.030967,0.033035,0.033035,309832
2020-11-26,0.033029,0.034029,0.023393,0.026628,0.026628,297977
2020-11-27,0.026628,0.028757,0.025640,0.028641,0.028641,129197
2020-11-28,0.028643,0.030135,0.027115,0.027115,0.027115,129191
2020-11-29,0.027113,0.029923,0.027102,0.029336,0.029336,89880
2020-11-30,0.029336,0.030082,0.023912,0.025834,0.025834,242006
2020-12-01,0.025837,0.026028,0.022217,0.023687,0.023687,228399
2020-12-02,0.023681,0.025545,0.023158,0.024809,0.024809,125304
2020-12-03,0.024808,0.026976,0.022155,0.023522,0.023522,188966
2020-12-04,0.023521,0.027327,0.022138,0.022853,0.022853,152218
2020-12-05,0.022851,0.028345,0.022628,0.027667,0.027667,137038
2020-12-06,0.027670,0.029428,0.023830,0.026138,0.026138,246661
2020-12-07,0.026145,0.026509,0.024368,0.025417,0.025417,78011
2020-12-08,0.025415,0.035985,0.024662,0.026841,0.026841,675134
2020-12-09,0.025812,0.034450,0.024758,0.030073,0.030073,380203
2020-12-10,0.030076,0.033275,0.028352,0.028474,0.028474,224004
2020-12-11,0.028473,0.029207,0.025543,0.025544,0.025544,106248
2020-12-12,0.025546,0.035132,0.025515,0.030980,0.030980,345503
2020-12-13,0.030977,0.033560,0.028867,0.031003,0.031003,269662
2020-12-14,0.031005,0.038766,0.029579,0.032268,0.032268,799925
2020-12-15,0.032268,0.036974,0.031539,0.034096,0.034096,473518
2020-12-16,0.034095,0.035554,0.029869,0.030975,0.030975,281905
2020-12-17,0.030969,0.032308,0.025899,0.027677,0.027677,175189
2020-12-18,0.027666,0.029909,0.026290,0.029909,0.029909,141423
2020-12-19,0.029911,0.030152,0.026932,0.027453,0.027453,212822
2020-12-20,0.027452,0.028719,0.025571,0.026689,0.026689,184299
2020-12-21,0.026689,0.028331,0.023664,0.024767,0.024767,183944
2020-12-22,0.024766,0.027415,0.024368,0.027210,0.027210,124013
2020-12-23,0.027197,0.027327,0.021328,0.022628,0.022628,93817
2020-12-24,0.022625,0.023633,0.020089,0.021763,0.021763,269654
2020-12-25,0.021740,0.023352,0.020638,0.021402,0.021402,98922
2020-12-26,0.021402,0.021924,0.020246,0.020772,0.020772,67151
2020-12-27,0.020772,0.021210,0.019110,0.020203,0.020203,145140
2020-12-28,0.020199,0.022517,0.019976,0.021195,0.021195,59883
2020-12-29,0.021193,0.022025,0.016827,0.019043,0.019043,134410
2020-12-30,0.019027,0.019254,0.016358,0.016949,0.016949,85532
2020-12-31,0.016949,0.019305,0.016121,0.019284,0.019284,119279
2021-01-01,0.019282,0.020887,0.017806,0.018963,0.018963,100329
2021-01-02,0.018964,0.019126,0.017268,0.018105,0.018105,70975
2021-01-03,0.018105,0.018955,0.016429,0.017990,0.017990,114127
2021-01-04,0.017860,0.018740,0.016734,0.017218,0.017218,64811
2021-01-05,0.017228,0.019188,0.015810,0.016902,0.016902,124029
2021-01-06,0.016907,0.017492,0.015990,0.016942,0.016942,50305
2021-01-07,0.016921,0.017055,0.014528,0.015275,0.015275,80188
