,Date,Open,High,Low,Close,Adj Close,Volume
363,11/8/2021,0.679833,0.738401,0.661163,0.675451,0.675451,419068744
364,12/8/2021,0.675794,0.679408,0.622011,0.636038,0.636038,258671310
365,13/8/2021,0.636063,0.664563,0.631077,0.662091,0.662091,170822351
366,14/8/2021,0.663317,0.663317,0.625821,0.636341,0.636341,171727638
367,15/8/2021,0.636919,0.667212,0.6113,0.646097,0.646097,258320974
368,16/8/2021,0.645769,0.693317,0.620824,0.637412,0.637412,317784539
369,17/8/2021,0.633905,0.685756,0.5896,0.6098,0.6098,321907505
370,18/8/2021,0.609379,0.616112,0.556494,0.582596,0.582596,192635158
371,19/8/2021,0.582648,0.599188,0.558044,0.599188,0.599188,178526646
372,20/8/2021,0.598784,0.618932,0.58699,0.613098,0.613098,171309952
373,21/8/2021,0.613877,0.712308,0.609789,0.661026,0.661026,549760069
374,22/8/2021,0.661167,0.708359,0.627758,0.658074,0.658074,276560772
375,23/8/2021,0.657539,0.693191,0.651515,0.677034,0.677034,329516400
376,24/8/2021,0.677719,0.683914,0.596751,0.613953,0.613953,239188993
377,25/8/2021,0.61521,0.749226,0.591381,0.739802,0.739802,632096345
378,26/8/2021,0.738153,0.864429,0.675861,0.679936,0.679936,1191950856
379,27/8/2021,0.679226,0.717895,0.644179,0.707479,0.707479,468558545
380,28/8/2021,0.710453,0.811895,0.694369,0.76056,0.76056,802301114
381,29/8/2021,0.760845,1.038577,0.741516,0.998792,0.998792,2115750305
382,30/8/2021,1.003523,1.196905,0.963007,0.973357,0.973357,1562399154
383,31/8/2021,0.972151,0.997484,0.899445,0.955034,0.955034,635236994
384,1/9/2021,0.945908,1.129741,0.934139,1.005095,1.005095,1017621790
385,2/9/2021,1.008758,1.059309,0.975397,1.005766,1.005766,488494744
386,3/9/2021,1.006322,1.016954,0.957221,1.003948,1.003948,398504075
387,4/9/2021,1.002513,1.092974,0.976384,0.994609,0.994609,652599960
388,5/9/2021,0.994857,1.013111,0.950218,0.977494,0.977494,344670059
389,6/9/2021,0.976691,1.000026,0.911777,0.958925,0.958925,303584291
390,7/9/2021,0.960085,0.969562,0.631574,0.749567,0.749567,599019430
391,8/9/2021,0.751054,0.839409,0.690299,0.793254,0.793254,633949900
392,9/9/2021,0.813863,0.882669,0.771779,0.873902,0.873902,421668997
393,10/9/2021,0.873472,0.877764,0.760775,0.782374,0.782374,282113490
394,11/9/2021,0.783464,0.819697,0.766752,0.803109,0.803109,163515062
395,12/9/2021,0.803953,0.849495,0.779954,0.812823,0.812823,229304578
396,13/9/2021,0.813829,0.814908,0.713942,0.747313,0.747313,174787251
397,14/9/2021,0.747186,0.796119,0.742822,0.792863,0.792863,163869638
398,15/9/2021,0.791837,0.8183,0.767509,0.8099,0.8099,136951315
399,16/9/2021,0.808229,0.83922,0.778311,0.819671,0.819671,180693071
400,17/9/2021,0.820942,0.826675,0.760967,0.770598,0.770598,137231433
401,18/9/2021,0.77102,0.784922,0.760273,0.780312,0.780312,93585009
402,19/9/2021,0.779062,0.779062,0.737335,0.744354,0.744354,90024356
403,20/9/2021,0.743706,0.74486,0.616494,0.631789,0.631789,172558007
404,21/9/2021,0.635821,0.694544,0.583317,0.600672,0.600672,193035516
405,22/9/2021,0.598832,0.704366,0.583595,0.696672,0.696672,217056962
406,23/9/2021,0.696359,0.748138,0.689644,0.735123,0.735123,272612392
407,24/9/2021,0.735103,0.748924,0.627048,0.680993,0.680993,187881765
408,25/9/2021,0.680286,0.69826,0.651218,0.667552,0.667552,104051732
409,26/9/2021,0.668397,0.687621,0.622482,0.656224,0.656224,153346762
410,27/9/2021,0.657208,0.678448,0.632318,0.633178,0.633178,97009983
411,28/9/2021,0.63193,0.637443,0.593412,0.595314,0.595314,104878410
412,29/9/2021,0.59545,0.632808,0.586352,0.604434,0.604434,105305148
413,30/9/2021,0.603443,0.672008,0.6016,0.671817,0.671817,146438079
414,1/10/2021,0.671526,0.823121,0.659218,0.810903,0.810903,360338724
415,2/10/2021,0.810408,0.836806,0.772186,0.788911,0.788911,254109724
416,3/10/2021,0.788289,0.87243,0.759118,0.870468,0.870468,255116223
417,4/10/2021,0.869239,0.873641,0.793415,0.821977,0.821977,350915167
418,5/10/2021,0.82467,0.82487,0.769081,0.805117,0.805117,170747145
419,6/10/2021,0.806052,0.839996,0.74421,0.820336,0.820336,229502479
420,7/10/2021,0.818038,0.818038,0.77446,0.801398,0.801398,126728588
421,8/10/2021,0.801504,0.820742,0.772831,0.781952,0.781952,159208097
422,9/10/2021,0.781566,0.809612,0.772681,0.800502,0.800502,110715298
423,10/10/2021,0.800104,0.800104,0.745886,0.750719,0.750719,91401116
424,11/10/2021,0.749806,0.772247,0.724044,0.743618,0.743618,93580850
425,12/10/2021,0.743061,0.743061,0.685157,0.722848,0.722848,98753784
426,13/10/2021,0.723482,0.74606,0.707385,0.745919,0.745919,91899680
427,14/10/2021,0.744468,0.796128,0.734109,0.783437,0.783437,125451418
428,15/10/2021,0.78362,0.79141,0.725239,0.741249,0.741249,133455165
429,16/10/2021,0.74157,0.753907,0.733,0.749803,0.749803,70934313
430,17/10/2021,0.750053,0.762245,0.707463,0.723685,0.723685,73625546
431,18/10/2021,0.723485,0.768798,0.719459,0.735911,0.735911,109778131
432,19/10/2021,0.736216,0.742579,0.724369,0.732813,0.732813,56302372
433,20/10/2021,0.732765,0.786553,0.727246,0.775822,0.775822,94689189
434,21/10/2021,0.776829,0.80155,0.751579,0.756518,0.756518,109427838
435,22/10/2021,0.756126,0.780287,0.742739,0.757469,0.757469,67066084
436,23/10/2021,0.756998,0.765576,0.742199,0.765355,0.765355,50353346
437,24/10/2021,0.765345,0.792891,0.75855,0.792891,0.792891,99756022
438,25/10/2021,0.795396,0.820643,0.770697,0.807447,0.807447,121996898
439,26/10/2021,0.807221,0.870741,0.80081,0.830975,0.830975,154672871
440,27/10/2021,0.830838,0.88703,0.719324,0.766456,0.766456,230601040
441,28/10/2021,0.766738,0.949081,0.752435,0.938408,0.938408,416236090
442,29/10/2021,0.942908,1.18555,0.917123,1.153548,1.153548,1192257023
443,30/10/2021,1.166117,2.351111,1.061138,1.820243,1.820243,5037899392
444,31/10/2021,1.804491,2.409972,1.453462,1.590742,1.590742,3768025710
445,1/11/2021,1.573105,2.327831,1.538572,2.110558,2.110558,4634922055
446,2/11/2021,2.124282,3.270957,2.091757,3.066088,3.066088,8971283483
447,3/11/2021,3.039766,3.446879,2.706652,3.216488,3.216488,5511176935
448,4/11/2021,3.204201,3.23367,2.611837,2.692392,2.692392,2264980409
449,5/11/2021,2.693062,2.794893,2.451654,2.567213,2.567213,1278698313
450,6/11/2021,2.558723,2.856021,2.53821,2.702664,2.702664,1373637974
451,7/11/2021,2.705307,2.740196,2.605729,2.682514,2.682514,485635590
452,8/11/2021,2.689164,2.707139,2.482068,2.571552,2.571552,827078165
453,9/11/2021,2.573186,2.573186,2.369221,2.378725,2.378725,678592058
454,10/11/2021,2.382765,2.628112,2.048232,2.293452,2.293452,1193352934
455,11/11/2021,2.298869,2.554885,2.254111,2.434138,2.434138,577342879
456,12/11/2021,2.427015,2.831463,2.390614,2.62087,2.62087,1740234490
457,13/11/2021,2.630083,3.196088,2.582133,2.801235,2.801235,2662765125
458,14/11/2021,2.803907,2.973253,2.746436,2.835522,2.835522,970144608
459,15/11/2021,2.841144,2.998992,2.721601,2.795779,2.795779,818744818
460,16/11/2021,2.801842,3.397959,2.318066,3.229929,3.229929,3170375086
461,17/11/2021,3.248199,3.809465,3.126185,3.734991,3.734991,3933977180
462,18/11/2021,3.760448,4.680581,3.592047,4.311286,4.311286,5550774283
463,19/11/2021,4.319452,4.500719,3.970056,4.424245,4.424245,2956587496
464,20/11/2021,4.420241,4.439838,4.034398,4.209674,4.209674,1596136120
465,21/11/2021,4.215115,4.452398,3.858563,4.029042,4.029042,1527980685
466,22/11/2021,4.010326,4.971064,3.761105,4.955757,4.955757,3130548623
467,23/11/2021,4.969749,5.679301,4.87899,5.364032,5.364032,4615278288
468,24/11/2021,5.356531,7.999647,5.26336,6.334434,6.334434,5425767404
469,25/11/2021,7.462589,8.442061,6.697662,8.40219,8.40219,11077988546
470,26/11/2021,7.173488,7.772682,6.38406,6.91969,6.91969,5692742260
471,27/11/2021,6.988919,7.103677,6.222426,6.556377,6.556377,3146113846
472,28/11/2021,6.55876,7.594072,5.801415,7.490646,7.490646,6242370702
473,29/11/2021,7.530078,7.940892,6.946584,6.972231,6.972231,4545318881
474,30/11/2021,6.999716,7.187526,6.662301,6.772508,6.772508,2883215549
475,1/12/2021,6.794251,7.033368,6.335949,6.578102,6.578102,2104455950
476,2/12/2021,6.58317,6.854817,6.024348,6.711356,6.711356,2624486759
477,3/12/2021,6.696388,6.960731,5.730218,6.03469,6.03469,2253228786
478,4/12/2021,6.042684,6.194966,4.186251,6.062291,6.062291,4922178604
479,5/12/2021,6.084935,6.150963,5.226349,5.429076,5.429076,1996358755
480,6/12/2021,5.41875,5.696818,4.778725,5.509096,5.509096,2471720119
481,7/12/2021,5.512427,5.730237,5.245475,5.328447,5.328447,1482649371
482,8/12/2021,5.321417,5.496092,5.052431,5.353294,5.353294,1186341640
483,9/12/2021,5.341472,5.686894,5.111841,5.2163,5.2163,1956454763
484,10/12/2021,5.207119,5.361716,4.825229,4.85979,4.85979,1293183490
485,11/12/2021,4.862084,5.13361,4.751084,5.062723,5.062723,854751295
486,12/12/2021,5.057753,5.511181,5.04397,5.475866,5.475866,1442375174
487,13/12/2021,5.467763,5.616265,4.698908,4.796265,4.796265,1292574037
488,14/12/2021,4.797827,4.907542,4.57392,4.778493,4.778493,1081580646
489,15/12/2021,4.784799,5.199079,4.444076,5.146542,5.146542,1422255804
490,16/12/2021,5.144791,5.359033,4.912486,4.95112,4.95112,1084314052
491,17/12/2021,4.950902,5.07784,4.708858,4.917233,4.917233,961959358
492,18/12/2021,4.922463,5.278421,4.837094,5.162435,5.162435,926376212
493,19/12/2021,5.15776,5.278757,4.988248,5.018203,5.018203,754247978
494,20/12/2021,5.016416,5.07216,4.731078,4.95996,4.95996,753877037
495,21/12/2021,4.960519,5.204287,4.887052,5.159075,5.159075,743616398
496,22/12/2021,5.153821,5.268015,5.074445,5.115982,5.115982,731525281
497,23/12/2021,5.114666,6.349751,5.046789,6.287727,6.287727,2089217372
498,24/12/2021,6.320366,6.45171,5.765039,5.848355,5.848355,1873567934
499,25/12/2021,5.86308,6.795382,5.804245,6.706561,6.706561,2160894753
500,26/12/2021,6.699141,6.961204,6.563268,6.728835,6.728835,1899187347
501,27/12/2021,6.724726,6.774551,6.360992,6.415638,6.415638,1152552266
502,28/12/2021,6.42738,6.42738,5.76753,5.864491,5.864491,1770738536
503,29/12/2021,5.862894,6.145204,5.715103,5.794551,5.794551,1601130773
504,30/12/2021,5.809148,6.023869,5.601072,5.906756,5.906756,1159773547
505,31/12/2021,5.909993,6.164261,5.756521,5.84771,5.84771,1184003746
506,1/1/2022,5.849345,6.012452,5.848014,5.972598,5.972598,653281372
507,2/1/2022,5.9715,5.985924,5.83916,5.930911,5.930911,695851907
508,3/1/2022,5.929891,5.970115,5.59624,5.687358,5.687358,797054667
509,4/1/2022,5.692393,5.707666,5.451625,5.475225,5.475225,905606692
510,5/1/2022,5.474998,5.639776,4.765759,5.018268,5.018268,1241515702
511,6/1/2022,5.016873,5.383817,4.728087,5.236129,5.236129,1538836091
512,7/1/2022,5.23352,5.246468,4.765265,4.848104,4.848104,1133445969
513,8/1/2022,4.848123,5.014672,4.494335,4.624785,4.624785,747333666
514,9/1/2022,4.624165,4.893976,4.589156,4.724208,4.724208,716912699
515,10/1/2022,4.723619,4.765519,4.25373,4.455549,4.455549,981222474
516,11/1/2022,4.455702,4.757916,4.376806,4.730758,4.730758,877910170
517,12/1/2022,4.7307,5.204103,4.726345,5.13747,5.13747,1130820610
518,13/1/2022,5.136864,5.202922,4.819707,4.830903,4.830903,986620976
519,14/1/2022,4.834111,4.964997,4.689872,4.901487,4.901487,834651727
520,15/1/2022,4.901805,4.915057,4.795471,4.851988,4.851988,481784072
521,16/1/2022,4.851324,5.048541,4.759284,4.903237,4.903237,630602020
522,17/1/2022,4.904497,4.94249,4.535473,4.604522,4.604522,628001366
523,18/1/2022,4.605341,4.638666,4.387097,4.469878,4.469878,588967252
524,19/1/2022,4.469798,4.47715,4.145449,4.229095,4.229095,584728862
525,20/1/2022,4.230287,4.446252,3.932365,3.932736,3.932736,403692669
526,21/1/2022,3.934619,4.001243,3.251505,3.336782,3.336782,1083927254
527,22/1/2022,3.337998,3.393963,2.634691,2.98263,2.98263,1459166837
528,23/1/2022,2.990009,3.241178,2.93963,3.123935,3.123935,839959738
529,24/1/2022,3.124873,3.124873,2.640047,2.997718,2.997718,992117612
530,25/1/2022,2.997493,3.09489,2.887586,3.042768,3.042768,659155339
531,26/1/2022,3.040873,3.393036,2.981549,3.083561,3.083561,1074877825
532,27/1/2022,3.082613,3.536719,2.982353,3.381363,3.381363,1291555756
533,28/1/2022,3.380008,3.551196,3.26656,3.489832,3.489832,1049328194
534,29/1/2022,3.489209,3.895616,3.47692,3.871705,3.871705,1152568086
535,30/1/2022,3.875798,4.065347,3.699726,3.870777,3.870777,1141772001
536,31/1/2022,3.870251,4.15169,3.66608,4.101748,4.101748,1280521564
537,1/2/2022,4.09939,4.104691,3.887177,3.976832,3.976832,784787749
538,2/2/2022,3.977459,4.013171,3.659389,3.668484,3.668484,711442550
539,3/2/2022,3.667226,3.693947,3.513965,3.661998,3.661998,705220623
540,4/2/2022,3.662501,4.00843,3.634007,4.005184,4.005184,796433025
541,5/2/2022,4.005102,4.491765,3.978974,4.350384,4.350384,1449787935
542,6/2/2022,4.350194,4.674247,4.350194,4.644731,4.644731,1337889124
543,7/2/2022,4.644042,4.84739,4.550729,4.670136,4.670136,1131319924
544,8/2/2022,4.671556,4.810737,4.331057,4.810431,4.810431,1337622070
545,9/2/2022,4.804446,4.849152,4.543506,4.702563,4.702563,958885046
546,10/2/2022,4.702431,4.755016,4.381706,4.401285,4.401285,1341500704
547,11/2/2022,4.402364,4.541207,4.070875,4.197398,4.197398,993090008
548,12/2/2022,4.197741,4.382221,4.125284,4.214873,4.214873,1055032451
549,13/2/2022,4.213539,4.320019,3.981652,4.080985,4.080985,660377167
550,14/2/2022,4.079217,4.086561,3.883788,4.028764,4.028764,899889877
551,15/2/2022,4.028453,4.40715,4.00337,4.39821,4.39821,1082408812
552,16/2/2022,4.401226,4.447624,4.073353,4.177814,4.177814,1073956898
553,17/2/2022,4.176773,4.244914,3.719011,3.735865,3.735865,1082511456
554,18/2/2022,3.736665,3.835191,3.570774,3.607848,3.607848,846822905
555,19/2/2022,3.607271,3.644862,3.420323,3.502239,3.502239,649526643
556,20/2/2022,3.502768,3.502768,3.1623,3.202909,3.202909,818577301
557,21/2/2022,3.202222,3.412689,2.894423,2.900877,2.900877,1278382708
558,22/2/2022,2.901742,3.17501,2.832193,3.156964,3.156964,1177995566
559,23/2/2022,3.158376,3.287304,2.994068,2.998249,2.998249,1079627672
560,24/2/2022,2.996292,3.085626,2.644668,3.027653,3.027653,1640269852
561,25/2/2022,3.028084,3.193161,2.913899,3.163612,3.163612,1159278764
562,26/2/2022,3.163691,3.263079,3.066994,3.093277,3.093277,773793398
563,27/2/2022,3.092453,3.134452,2.867595,2.901329,2.901329,944722155
564,28/2/2022,2.900266,3.212251,2.840671,3.205505,3.205505,1035636036
565,1/3/2022,3.206233,3.376087,3.117457,3.363166,3.363166,1447925272
566,2/3/2022,3.363512,3.423567,3.231883,3.276458,3.276458,1174843001
567,3/3/2022,3.276706,3.290568,3.065951,3.141757,3.141757,896561583
568,4/3/2022,3.142888,3.145974,2.877361,2.910282,2.910282,797910881
569,5/3/2022,2.91164,3.039785,2.873925,3.010309,3.010309,513206405
570,6/3/2022,3.010427,3.052236,2.844313,2.850269,2.850269,496348152
571,7/3/2022,2.84992,2.937714,2.719875,2.784293,2.784293,652134017
572,8/3/2022,2.783948,2.891903,2.77,2.820333,2.820333,536154988
573,9/3/2022,2.822126,3.007501,2.822126,2.964193,2.964193,593776615
574,10/3/2022,2.963737,2.979113,2.779842,2.83199,2.83199,519853962
575,11/3/2022,2.831839,2.858271,2.755764,2.779002,2.779002,438481288
576,12/3/2022,2.779266,2.826384,2.777056,2.784561,2.784561,296459764
577,13/3/2022,2.784008,2.935824,2.697637,2.721097,2.721097,519529323
578,14/3/2022,2.720659,2.776251,2.680212,2.750709,2.750709,430080456
579,15/3/2022,2.75036,2.766391,2.676762,2.738125,2.738125,370608350
580,16/3/2022,2.738185,3.241466,2.695222,3.241466,3.241466,1541483554
581,17/3/2022,3.244864,3.340695,3.145489,3.210599,3.210599,1278028798
582,18/3/2022,3.209656,3.232892,3.029601,3.218697,3.218697,856550249
583,19/3/2022,3.218454,3.291513,3.130935,3.231271,3.231271,812700496
584,20/3/2022,3.231634,3.236237,3.054877,3.086365,3.086365,535134195
585,21/3/2022,3.086059,3.127891,3.009321,3.082495,3.082495,596602161
586,22/3/2022,3.081769,3.192325,3.058894,3.11837,3.11837,611145370
587,23/3/2022,3.118927,3.324652,3.078244,3.309712,3.309712,914453208
588,24/3/2022,3.308787,3.507721,3.302756,3.461001,3.461001,1307126849
589,25/3/2022,3.46104,3.582808,3.347503,3.368116,3.368116,790943296
590,26/3/2022,3.368465,3.409317,3.326368,3.393605,3.393605,373132619
591,27/3/2022,3.393994,3.583017,3.323209,3.573352,3.573352,577270853
592,28/3/2022,3.573631,3.678134,3.457265,3.462569,3.462569,790381714
593,29/3/2022,3.460567,3.641077,3.429288,3.50943,3.50943,723130271
594,30/3/2022,3.508957,3.595353,3.38549,3.526212,3.526212,725831261
595,31/3/2022,3.52446,3.828898,3.347934,3.380974,3.380974,1172193140
596,1/4/2022,3.383551,3.550036,3.250275,3.513291,3.513291,797149569
597,2/4/2022,3.513312,3.667079,3.441538,3.450265,3.450265,868181843
598,3/4/2022,3.449578,3.592499,3.394079,3.534956,3.534956,574865306
599,4/4/2022,3.535406,3.554923,3.323726,3.46936,3.46936,646440116
600,5/4/2022,3.469494,3.489906,3.329251,3.33156,3.33156,489454208
601,6/4/2022,3.331084,3.333375,2.963071,2.963071,2.963071,788967896
602,7/4/2022,2.964998,3.096631,2.910801,3.083128,3.083128,404963000
603,8/4/2022,3.082892,3.115802,2.877586,2.900749,2.900749,353967498
604,9/4/2022,2.900977,3.005774,2.900977,3.005774,3.005774,265526910
605,10/4/2022,3.005838,3.025402,2.892795,2.892795,2.892795,260144101
606,11/4/2022,2.892803,2.906842,2.658015,2.669749,2.669749,519687833
607,12/4/2022,2.670835,2.823743,2.670835,2.782421,2.782421,399925278
608,13/4/2022,2.781983,2.886945,2.751847,2.869923,2.869923,321784424
609,14/4/2022,2.869366,2.916186,2.714203,2.780882,2.780882,349909147
610,15/4/2022,2.78106,2.820187,2.755915,2.803639,2.803639,189256519
611,16/4/2022,2.803614,2.90128,2.777383,2.82268,2.82268,234480315
612,17/4/2022,2.820111,2.820111,2.781153,2.790278,2.790278,176793328
